pack_name,file_number,file_name,directory,directory_depth_1,directory_depth_2,directory_depth_3,base_name,payload_offset,stored_bytes,compression_flag,compression_method,frame_offset,original_bytes,original_size_source,compression_ratio_percent,content_prefix_hex,decompression_status,decompression_error
models3.pack,6461,rigidmodels\buildings\dwf_statue_big_02_hammer_02_nolods\dwf_statue_big_02_hammer_02_nolods_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_hammer_02_nolods,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_hammer_02_nolods,dwf_statue_big_02_hammer_02_nolods_piece01_destruct01.rigid_model_v2,701337764,33656,0,NONE,,33656,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6462,rigidmodels\buildings\dwf_statue_big_02_hammer_02_nolods\dwf_statue_big_02_hammer_02_nolods_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_hammer_02_nolods,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_hammer_02_nolods,dwf_statue_big_02_hammer_02_nolods_piece01_destruct02.rigid_model_v2,701371420,34560,0,NONE,,34560,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6463,rigidmodels\buildings\dwf_statue_big_02_hammer_02_nolods\dwf_statue_big_02_hammer_02_nolods_piece01_destruct03.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_hammer_02_nolods,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_hammer_02_nolods,dwf_statue_big_02_hammer_02_nolods_piece01_destruct03.rigid_model_v2,701405980,10252,0,NONE,,10252,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6456,rigidmodels\buildings\dwf_statue_big_02_hammer_02\dwf_statue_big_02_hammer_02_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_hammer_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_hammer_02,dwf_statue_big_02_hammer_02_piece01_destruct01.rigid_model_v2,701264723,29712,0,NONE,,29712,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6457,rigidmodels\buildings\dwf_statue_big_02_hammer_02\dwf_statue_big_02_hammer_02_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_hammer_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_hammer_02,dwf_statue_big_02_hammer_02_piece01_destruct02.rigid_model_v2,701294435,29908,0,NONE,,29908,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6458,rigidmodels\buildings\dwf_statue_big_02_hammer_02\dwf_statue_big_02_hammer_02_piece01_destruct03.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_hammer_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_hammer_02,dwf_statue_big_02_hammer_02_piece01_destruct03.rigid_model_v2,701324343,9548,0,NONE,,9548,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6471,rigidmodels\buildings\dwf_statue_big_02_helmet_02_nolods\dwf_statue_big_02_helmet_02_nolods_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_helmet_02_nolods,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_helmet_02_nolods,dwf_statue_big_02_helmet_02_nolods_piece01_destruct01.rigid_model_v2,701526012,40910,0,NONE,,40910,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6472,rigidmodels\buildings\dwf_statue_big_02_helmet_02_nolods\dwf_statue_big_02_helmet_02_nolods_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_helmet_02_nolods,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_helmet_02_nolods,dwf_statue_big_02_helmet_02_nolods_piece01_destruct02.rigid_model_v2,701566922,37156,0,NONE,,37156,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6473,rigidmodels\buildings\dwf_statue_big_02_helmet_02_nolods\dwf_statue_big_02_helmet_02_nolods_piece01_destruct03.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_helmet_02_nolods,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_helmet_02_nolods,dwf_statue_big_02_helmet_02_nolods_piece01_destruct03.rigid_model_v2,701604078,25312,0,NONE,,25312,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6466,rigidmodels\buildings\dwf_statue_big_02_helmet_02\dwf_statue_big_02_helmet_02_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_helmet_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_helmet_02,dwf_statue_big_02_helmet_02_piece01_destruct01.rigid_model_v2,701420131,36668,0,NONE,,36668,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6467,rigidmodels\buildings\dwf_statue_big_02_helmet_02\dwf_statue_big_02_helmet_02_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_helmet_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_helmet_02,dwf_statue_big_02_helmet_02_piece01_destruct02.rigid_model_v2,701456799,37540,0,NONE,,37540,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6468,rigidmodels\buildings\dwf_statue_big_02_helmet_02\dwf_statue_big_02_helmet_02_piece01_destruct03.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_helmet_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_helmet_02,dwf_statue_big_02_helmet_02_piece01_destruct03.rigid_model_v2,701494339,25072,0,NONE,,25072,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6481,rigidmodels\buildings\dwf_statue_big_02_horns_02_nolods\dwf_statue_big_02_horns_02_nolods_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_horns_02_nolods,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_horns_02_nolods,dwf_statue_big_02_horns_02_nolods_piece01_destruct01.rigid_model_v2,701702052,31904,0,NONE,,31904,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6482,rigidmodels\buildings\dwf_statue_big_02_horns_02_nolods\dwf_statue_big_02_horns_02_nolods_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_horns_02_nolods,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_horns_02_nolods,dwf_statue_big_02_horns_02_nolods_piece01_destruct02.rigid_model_v2,701733956,19452,0,NONE,,19452,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6483,rigidmodels\buildings\dwf_statue_big_02_horns_02_nolods\dwf_statue_big_02_horns_02_nolods_piece01_destruct03.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_horns_02_nolods,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_horns_02_nolods,dwf_statue_big_02_horns_02_nolods_piece01_destruct03.rigid_model_v2,701753408,17912,0,NONE,,17912,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6476,rigidmodels\buildings\dwf_statue_big_02_horns_02\dwf_statue_big_02_horns_02_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_horns_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_horns_02,dwf_statue_big_02_horns_02_piece01_destruct01.rigid_model_v2,701636018,30128,0,NONE,,30128,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6477,rigidmodels\buildings\dwf_statue_big_02_horns_02\dwf_statue_big_02_horns_02_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_horns_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_horns_02,dwf_statue_big_02_horns_02_piece01_destruct02.rigid_model_v2,701666146,18180,0,NONE,,18180,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6478,rigidmodels\buildings\dwf_statue_big_02_horns_02\dwf_statue_big_02_horns_02_piece01_destruct03.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_horns_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_horns_02,dwf_statue_big_02_horns_02_piece01_destruct03.rigid_model_v2,701684326,16324,0,NONE,,16324,uncompressed-payload,100.00,524d563207000000020000000000000000000000000000000000000000000000,not-needed,
models3.pack,6486,rigidmodels\buildings\dwf_statue_big_02_plinth_02\dwf_statue_big_02_plinth_02_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_plinth_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_plinth_02,dwf_statue_big_02_plinth_02_piece01_destruct01.rigid_model_v2,701772725,25208,0,NONE,,25208,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6488,rigidmodels\buildings\dwf_statue_big_02_plinth_02\dwf_statue_big_02_plinth_02_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_plinth_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_plinth_02,dwf_statue_big_02_plinth_02_piece01_destruct02.rigid_model_v2,701798137,39070,0,NONE,,39070,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6490,rigidmodels\buildings\dwf_statue_big_02_plinth_02\dwf_statue_big_02_plinth_02_piece01_destruct03.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_plinth_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_plinth_02,dwf_statue_big_02_plinth_02_piece01_destruct03.rigid_model_v2,701837430,115396,0,NONE,,115396,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6498,rigidmodels\buildings\dwf_statue_big_02_shield_02_nolods\dwf_statue_big_02_shield_02_nolods_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_shield_02_nolods,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_shield_02_nolods,dwf_statue_big_02_shield_02_nolods_piece01_destruct01.rigid_model_v2,702023383,19512,0,NONE,,19512,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6500,rigidmodels\buildings\dwf_statue_big_02_shield_02_nolods\dwf_statue_big_02_shield_02_nolods_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_shield_02_nolods,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_shield_02_nolods,dwf_statue_big_02_shield_02_nolods_piece01_destruct02.rigid_model_v2,702043121,26960,0,NONE,,26960,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6502,rigidmodels\buildings\dwf_statue_big_02_shield_02_nolods\dwf_statue_big_02_shield_02_nolods_piece01_destruct03.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_shield_02_nolods,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_shield_02_nolods,dwf_statue_big_02_shield_02_nolods_piece01_destruct03.rigid_model_v2,702070307,21368,0,NONE,,21368,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6493,rigidmodels\buildings\dwf_statue_big_02_shield_02\dwf_statue_big_02_shield_02_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_shield_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_shield_02,dwf_statue_big_02_shield_02_piece01_destruct01.rigid_model_v2,701953782,17976,0,NONE,,17976,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6494,rigidmodels\buildings\dwf_statue_big_02_shield_02\dwf_statue_big_02_shield_02_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_shield_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_shield_02,dwf_statue_big_02_shield_02_piece01_destruct02.rigid_model_v2,701971758,27148,0,NONE,,27148,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6495,rigidmodels\buildings\dwf_statue_big_02_shield_02\dwf_statue_big_02_shield_02_piece01_destruct03.rigid_model_v2,rigidmodels\buildings\dwf_statue_big_02_shield_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_big_02_shield_02,dwf_statue_big_02_shield_02_piece01_destruct03.rigid_model_v2,701998906,20716,0,NONE,,20716,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6505,rigidmodels\buildings\dwf_statue_small_01\dwf_statue_small_01_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_statue_small_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_small_01,dwf_statue_small_01_piece01_destruct01.rigid_model_v2,702095419,50902,0,NONE,,50902,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6507,rigidmodels\buildings\dwf_statue_small_01\dwf_statue_small_01_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_statue_small_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_small_01,dwf_statue_small_01_piece01_destruct02.rigid_model_v2,702146528,57350,0,NONE,,57350,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6509,rigidmodels\buildings\dwf_statue_small_01\dwf_statue_small_01_piece01_destruct03.rigid_model_v2,rigidmodels\buildings\dwf_statue_small_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_statue_small_01,dwf_statue_small_01_piece01_destruct03.rigid_model_v2,702204085,51138,0,NONE,,51138,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6512,rigidmodels\buildings\dwf_stone_a\dwf_stone_a_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_stone_a,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_stone_a,dwf_stone_a_piece01_destruct01.rigid_model_v2,702255943,9576,0,NONE,,9576,uncompressed-payload,100.00,524d563207000000020000000000000000000000000000000000000000000000,not-needed,
models3.pack,6515,rigidmodels\buildings\dwf_stone_b\dwf_stone_b_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_stone_b,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_stone_b,dwf_stone_b_piece01_destruct01.rigid_model_v2,702266344,10196,0,NONE,,10196,uncompressed-payload,100.00,524d563207000000020000000000000000000000000000000000000000000000,not-needed,
models3.pack,6518,rigidmodels\buildings\dwf_stone_c\dwf_stone_c_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_stone_c,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_stone_c,dwf_stone_c_piece01_destruct01.rigid_model_v2,702277981,4636,0,NONE,,4636,uncompressed-payload,100.00,524d563207000000010000000000000000000000000000000000000000000000,not-needed,
models3.pack,6521,rigidmodels\buildings\dwf_stone_d\dwf_stone_d_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_stone_d,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_stone_d,dwf_stone_d_piece01_destruct01.rigid_model_v2,702283676,16396,0,NONE,,16396,uncompressed-payload,100.00,524d563207000000020000000000000000000000000000000000000000000000,not-needed,
models3.pack,6524,rigidmodels\buildings\dwf_stone_e\dwf_stone_e_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_stone_e,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_stone_e,dwf_stone_e_piece01_destruct01.rigid_model_v2,702300703,16492,0,NONE,,16492,uncompressed-payload,100.00,524d563207000000020000000000000000000000000000000000000000000000,not-needed,
models3.pack,6527,rigidmodels\buildings\dwf_stone_f\dwf_stone_f_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_stone_f,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_stone_f,dwf_stone_f_piece01_destruct01.rigid_model_v2,702317824,18596,0,NONE,,18596,uncompressed-payload,100.00,524d563207000000020000000000000000000000000000000000000000000000,not-needed,
models3.pack,6530,rigidmodels\buildings\dwf_support_platform_01\dwf_support_platform_01_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_support_platform_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_support_platform_01,dwf_support_platform_01_piece01_destruct01.rigid_model_v2,702337051,21836,0,NONE,,21836,uncompressed-payload,100.00,524d563207000000010000000000000000000000000000000000000000000000,not-needed,
models3.pack,6533,rigidmodels\buildings\dwf_support_platform_02\dwf_support_platform_02_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_support_platform_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_support_platform_02,dwf_support_platform_02_piece01_destruct01.rigid_model_v2,702360312,87388,0,NONE,,87388,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6534,rigidmodels\buildings\dwf_support_platform_02\dwf_support_platform_02_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_support_platform_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_support_platform_02,dwf_support_platform_02_piece01_destruct02.rigid_model_v2,702447700,130710,0,NONE,,130710,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6537,rigidmodels\buildings\dwf_support_platform_03\dwf_support_platform_03_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_support_platform_03,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_support_platform_03,dwf_support_platform_03_piece01_destruct01.rigid_model_v2,702588174,76852,0,NONE,,76852,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6540,rigidmodels\buildings\dwf_support_platform_04\dwf_support_platform_04_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_support_platform_04,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_support_platform_04,dwf_support_platform_04_piece01_destruct01.rigid_model_v2,702665959,50568,0,NONE,,50568,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6543,rigidmodels\buildings\dwf_supports_100m_01\dwf_supports_100m_01_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_supports_100m_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_supports_100m_01,dwf_supports_100m_01_piece01_destruct01.rigid_model_v2,702719745,1023232,0,NONE,,1023232,uncompressed-payload,100.00,524d563208000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6545,rigidmodels\buildings\dwf_supports_100m_01\dwf_supports_100m_01_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_supports_100m_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_supports_100m_01,dwf_supports_100m_01_piece01_destruct02.rigid_model_v2,703743296,1326412,0,NONE,,1326412,uncompressed-payload,100.00,524d563208000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6548,rigidmodels\buildings\dwf_supports_100m_02\dwf_supports_100m_02_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_supports_100m_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_supports_100m_02,dwf_supports_100m_02_piece01_destruct01.rigid_model_v2,705070358,371128,0,NONE,,371128,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6550,rigidmodels\buildings\dwf_supports_100m_02\dwf_supports_100m_02_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_supports_100m_02,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_supports_100m_02,dwf_supports_100m_02_piece01_destruct02.rigid_model_v2,705441772,481822,0,NONE,,481822,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6553,rigidmodels\buildings\dwf_supports_100m_03\dwf_supports_100m_03_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_supports_100m_03,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_supports_100m_03,dwf_supports_100m_03_piece01_destruct01.rigid_model_v2,705927673,144988,0,NONE,,144988,uncompressed-payload,100.00,524d563207000000020000000000000000000000000000000000000000000000,not-needed,
models3.pack,6555,rigidmodels\buildings\dwf_supports_100m_03\dwf_supports_100m_03_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_supports_100m_03,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_supports_100m_03,dwf_supports_100m_03_piece01_destruct02.rigid_model_v2,706072884,161442,0,NONE,,161442,uncompressed-payload,100.00,524d563207000000020000000000000000000000000000000000000000000000,not-needed,
models3.pack,6558,rigidmodels\buildings\dwf_table_01\dwf_table_01_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_table_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_table_01,dwf_table_01_piece01_destruct01.rigid_model_v2,706246248,79540,0,NONE,,79540,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6560,rigidmodels\buildings\dwf_table_01\dwf_table_01_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_table_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_table_01,dwf_table_01_piece01_destruct02.rigid_model_v2,706325965,99880,0,NONE,,99880,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6561,rigidmodels\buildings\dwf_table_01\dwf_table_01_piece01_destruct03.rigid_model_v2,rigidmodels\buildings\dwf_table_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_table_01,dwf_table_01_piece01_destruct03.rigid_model_v2,706425845,42754,0,NONE,,42754,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6568,rigidmodels\buildings\dwf_tent\dwf_tent_piece01_destruct01_anim.rigid_model_v2,rigidmodels\buildings\dwf_tent,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_tent,dwf_tent_piece01_destruct01_anim.rigid_model_v2,706492301,22362,0,NONE,,22362,uncompressed-payload,100.00,524d563208000000010000006275696c64696e67000000000000000000000000,not-needed,
models3.pack,6565,rigidmodels\buildings\dwf_tent\dwf_tent_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_tent,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_tent,dwf_tent_piece01_destruct01.rigid_model_v2,706470036,21868,0,NONE,,21868,uncompressed-payload,100.00,524d563208000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6570,rigidmodels\buildings\dwf_tent\dwf_tent_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_tent,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_tent,dwf_tent_piece01_destruct02.rigid_model_v2,706514807,24506,0,NONE,,24506,uncompressed-payload,100.00,524d563208000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6574,rigidmodels\buildings\dwf_tower_big_01\dwf_tower_big_01_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_tower_big_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_tower_big_01,dwf_tower_big_01_piece01_destruct01.rigid_model_v2,706540654,292772,0,NONE,,292772,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6575,rigidmodels\buildings\dwf_tower_big_01\dwf_tower_big_01_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_tower_big_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_tower_big_01,dwf_tower_big_01_piece01_destruct02.rigid_model_v2,706833426,420234,0,NONE,,420234,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6578,rigidmodels\buildings\dwf_tower_free_01\dwf_tower_free_01_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_tower_free_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_tower_free_01,dwf_tower_free_01_piece01_destruct01.rigid_model_v2,707256126,543520,0,NONE,,543520,uncompressed-payload,100.00,524d563207000000010000000000000000000000000000000000000000000000,not-needed,
models3.pack,6579,rigidmodels\buildings\dwf_tower_free_01\dwf_tower_free_01_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_tower_free_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_tower_free_01,dwf_tower_free_01_piece01_destruct02.rigid_model_v2,707799646,589622,0,NONE,,589622,uncompressed-payload,100.00,524d563207000000010000000000000000000000000000000000000000000000,not-needed,
models3.pack,6582,rigidmodels\buildings\dwf_tower_freestanding_01\dwf_tower_freestanding_01_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_tower_freestanding_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_tower_freestanding_01,dwf_tower_freestanding_01_piece01_destruct01.rigid_model_v2,708392115,728484,0,NONE,,728484,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
models3.pack,6584,rigidmodels\buildings\dwf_tower_freestanding_01\dwf_tower_freestanding_01_piece01_destruct02.rigid_model_v2,rigidmodels\buildings\dwf_tower_freestanding_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_tower_freestanding_01,dwf_tower_freestanding_01_piece01_destruct02.rigid_model_v2,709120829,648344,0,NONE,,648344,uncompressed-payload,100.00,524d563207000000020000000000000000000000000000000000000000000000,not-needed,
models3.pack,6586,rigidmodels\buildings\dwf_tower_freestanding_01\dwf_tower_freestanding_01_piece01_destruct03.rigid_model_v2,rigidmodels\buildings\dwf_tower_freestanding_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_tower_freestanding_01,dwf_tower_freestanding_01_piece01_destruct03.rigid_model_v2,709769430,140542,0,NONE,,140542,uncompressed-payload,100.00,524d563207000000020000000000000000000000000000000000000000000000,not-needed,
models3.pack,6589,rigidmodels\buildings\dwf_tower_placement_01\dwf_tower_placement_01_piece01_destruct01.rigid_model_v2,rigidmodels\buildings\dwf_tower_placement_01,rigidmodels,rigidmodels\buildings,rigidmodels\buildings\dwf_tower_placement_01,dwf_tower_placement_01_piece01_destruct01.rigid_model_v2,709912606,728484,0,NONE,,728484,uncompressed-payload,100.00,524d563207000000030000000000000000000000000000000000000000000000,not-needed,
