pack_name,file_number,file_name,directory,directory_depth_1,directory_depth_2,directory_depth_3,base_name,payload_offset,stored_bytes,compression_flag,compression_method,frame_offset,original_bytes,original_size_source,compression_ratio_percent,content_prefix_hex,decompression_status,decompression_error
models_other.pack,32,art\campaign\chariots\cam_cch1\chs_marauder_chariot\chs_charioteer_01.rigid_model_v2,art\campaign\chariots\cam_cch1\chs_marauder_chariot,art,art\campaign,art\campaign\chariots,chs_charioteer_01.rigid_model_v2,7724766,1209012,0,NONE,,1209012,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e6368616f7363686172696f74,not-needed,
models_other.pack,38,art\campaign\chariots\cam_cch1\chs_marauder_chariot\chs_charioteer_whip_01.rigid_model_v2,art\campaign\chariots\cam_cch1\chs_marauder_chariot,art,art\campaign,art\campaign\chariots,chs_charioteer_whip_01.rigid_model_v2,8936045,144666,0,NONE,,144666,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e6368616f7363686172696f74,not-needed,
models_other.pack,40,art\campaign\chariots\cam_cch1\chs_marauder_chariot\chs_steed_draught_01.rigid_model_v2,art\campaign\chariots\cam_cch1\chs_marauder_chariot,art,art\campaign,art\campaign\chariots,chs_steed_draught_01.rigid_model_v2,9081021,826784,0,NONE,,826784,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e6368616f7363686172696f74,not-needed,
models_other.pack,42,art\campaign\chariots\cam_cch1\chs_marauder_chariot\chs_steed_draught_02.rigid_model_v2,art\campaign\chariots\cam_cch1\chs_marauder_chariot,art,art\campaign,art\campaign\chariots,chs_steed_draught_02.rigid_model_v2,9908176,826784,0,NONE,,826784,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e6368616f7363686172696f74,not-needed,
models_other.pack,44,art\campaign\chariots\cam_cch1\chs_marauder_chariot\chs_warhorse_left_01.rigid_model_v2,art\campaign\chariots\cam_cch1\chs_marauder_chariot,art,art\campaign,art\campaign\chariots,chs_warhorse_left_01.rigid_model_v2,10735331,556164,0,NONE,,556164,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e6368616f7363686172696f74,not-needed,
models_other.pack,46,art\campaign\chariots\cam_cch1\chs_marauder_chariot\chs_warhorse_right_01.rigid_model_v2,art\campaign\chariots\cam_cch1\chs_marauder_chariot,art,art\campaign,art\campaign\chariots,chs_warhorse_right_01.rigid_model_v2,11291823,509600,0,NONE,,509600,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e6368616f7363686172696f74,not-needed,
models_other.pack,48,art\campaign\chariots\cam_cch1\chs_marauder_chariot\dae_barded_draught_01.rigid_model_v2,art\campaign\chariots\cam_cch1\chs_marauder_chariot,art,art\campaign,art\campaign\chariots,dae_barded_draught_01.rigid_model_v2,11801751,855802,0,NONE,,855802,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e6368616f7363686172696f74,not-needed,
models_other.pack,50,art\campaign\chariots\cam_cch1\chs_marauder_chariot\dae_barded_draught_02.rigid_model_v2,art\campaign\chariots\cam_cch1\chs_marauder_chariot,art,art\campaign,art\campaign\chariots,dae_barded_draught_02.rigid_model_v2,12657946,842712,0,NONE,,842712,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e6368616f7363686172696f74,not-needed,
models_other.pack,58,art\campaign\chariots\cam_coch1\def\def_cold_one_chariot\def_cold_one_01_draught_left.rigid_model_v2,art\campaign\chariots\cam_coch1\def\def_cold_one_chariot,art,art\campaign,art\campaign\chariots,def_cold_one_01_draught_left.rigid_model_v2,13503413,1121374,0,NONE,,1121374,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e636f6c646f6e656368617269,not-needed,
models_other.pack,59,art\campaign\chariots\cam_coch1\def\def_cold_one_chariot\def_cold_one_01_draught_right.rigid_model_v2,art\campaign\chariots\cam_coch1\def\def_cold_one_chariot,art,art\campaign,art\campaign\chariots,def_cold_one_01_draught_right.rigid_model_v2,14624787,1121374,0,NONE,,1121374,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e636f6c646f6e656368617269,not-needed,
models_other.pack,60,art\campaign\chariots\cam_coch1\def\def_cold_one_chariot\def_coldone_chariot_01.rigid_model_v2,art\campaign\chariots\cam_coch1\def\def_cold_one_chariot,art,art\campaign,art\campaign\chariots,def_coldone_chariot_01.rigid_model_v2,15746161,350880,0,NONE,,350880,uncompressed-payload,100.00,524d5632070000000100000063616d706169676e636f6c646f6e656368617269,not-needed,
models_other.pack,61,art\campaign\chariots\cam_dw1\skv\skv_doom_wheel\skv_campaign_doom_wheel_rider_01.rigid_model_v2,art\campaign\chariots\cam_dw1\skv\skv_doom_wheel,art,art\campaign,art\campaign\chariots,skv_campaign_doom_wheel_rider_01.rigid_model_v2,16097041,917426,0,NONE,,917426,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e646f6f6d776865656c303100,not-needed,
models_other.pack,63,art\campaign\chariots\cam_dw1\skv\skv_doom_wheel\skv_campaign_doomwheel_01.rigid_model_v2,art\campaign\chariots\cam_dw1\skv\skv_doom_wheel,art,art\campaign,art\campaign\chariots,skv_campaign_doomwheel_01.rigid_model_v2,17014907,2733012,0,NONE,,2733012,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e646f6f6d776865656c303100,not-needed,
models_other.pack,66,art\campaign\chariots\cam_gbch1\dae\dae_gorebeast_chariot_01\chs_campaign_charioteer_whip_1h_01.rigid_model_v2,art\campaign\chariots\cam_gbch1\dae\dae_gorebeast_chariot_01,art,art\campaign,art\campaign\chariots,chs_campaign_charioteer_whip_1h_01.rigid_model_v2,19748565,131298,0,NONE,,131298,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e676f72656265617374636861,not-needed,
models_other.pack,68,art\campaign\chariots\cam_gbch1\dae\dae_gorebeast_chariot_01\chs_charioteer_01.rigid_model_v2,art\campaign\chariots\cam_gbch1\dae\dae_gorebeast_chariot_01,art,art\campaign,art\campaign\chariots,chs_charioteer_01.rigid_model_v2,19880192,1111572,0,NONE,,1111572,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e676f72656265617374636861,not-needed,
models_other.pack,70,art\campaign\chariots\cam_gbch1\dae\dae_gorebeast_chariot_01\dae_campaign_gorebeast_01.rigid_model_v2,art\campaign\chariots\cam_gbch1\dae\dae_gorebeast_chariot_01,art,art\campaign,art\campaign\chariots,dae_campaign_gorebeast_01.rigid_model_v2,20992249,1123688,0,NONE,,1123688,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e676f72656265617374636861,not-needed,
models_other.pack,72,art\campaign\chariots\cam_gbch1\dae\dae_gorebeast_chariot_01\dae_campaign_gorebeast_chariot_01.rigid_model_v2,art\campaign\chariots\cam_gbch1\dae\dae_gorebeast_chariot_01,art,art\campaign,art\campaign\chariots,dae_campaign_gorebeast_chariot_01.rigid_model_v2,22116252,943592,0,NONE,,943592,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e676f72656265617374636861,not-needed,
models_other.pack,74,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign\draft_center_grn_wolf_01.rigid_model_v2,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign,art,art\campaign,art\campaign\chariots,draft_center_grn_wolf_01.rigid_model_v2,23060131,453624,0,NONE,,453624,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e67726f6d63686172696f7430,not-needed,
models_other.pack,76,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign\draft_center_grn_wolf_02.rigid_model_v2,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign,art,art\campaign,art\campaign\chariots,draft_center_grn_wolf_02.rigid_model_v2,23514091,442082,0,NONE,,442082,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e67726f6d63686172696f7430,not-needed,
models_other.pack,78,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign\draft_center_grn_wolf_armour_01.rigid_model_v2,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign,art,art\campaign,art\campaign\chariots,draft_center_grn_wolf_armour_01.rigid_model_v2,23956510,180694,0,NONE,,180694,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e67726f6d63686172696f7430,not-needed,
models_other.pack,80,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign\draft_left_grn_wolf_01.rigid_model_v2,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign,art,art\campaign,art\campaign\chariots,draft_left_grn_wolf_01.rigid_model_v2,24137549,453624,0,NONE,,453624,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e67726f6d63686172696f7430,not-needed,
models_other.pack,82,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign\draft_left_grn_wolf_02.rigid_model_v2,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign,art,art\campaign,art\campaign\chariots,draft_left_grn_wolf_02.rigid_model_v2,24591507,442082,0,NONE,,442082,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e67726f6d63686172696f7430,not-needed,
models_other.pack,84,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign\draft_left_grn_wolf_armour_01.rigid_model_v2,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign,art,art\campaign,art\campaign\chariots,draft_left_grn_wolf_armour_01.rigid_model_v2,25033924,180694,0,NONE,,180694,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e67726f6d63686172696f7430,not-needed,
models_other.pack,86,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign\draft_right_grn_wolf_01.rigid_model_v2,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign,art,art\campaign,art\campaign\chariots,draft_right_grn_wolf_01.rigid_model_v2,25214961,453624,0,NONE,,453624,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e67726f6d63686172696f7430,not-needed,
models_other.pack,88,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign\draft_right_grn_wolf_02.rigid_model_v2,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign,art,art\campaign,art\campaign\chariots,draft_right_grn_wolf_02.rigid_model_v2,25668919,442082,0,NONE,,442082,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e67726f6d63686172696f7430,not-needed,
models_other.pack,90,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign\draft_right_grn_wolf_armour_01.rigid_model_v2,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign,art,art\campaign,art\campaign\chariots,draft_right_grn_wolf_armour_01.rigid_model_v2,26111337,180694,0,NONE,,180694,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e67726f6d63686172696f7430,not-needed,
models_other.pack,92,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign\grn_grom_chariot_campaign_01.rigid_model_v2,art\campaign\chariots\cam_gc1\grn\grn_grom_chariot_campaign,art,art\campaign,art\campaign\chariots,grn_grom_chariot_campaign_01.rigid_model_v2,26292374,599350,0,NONE,,599350,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e67726f6d63686172696f7430,not-needed,
models_other.pack,94,art\campaign\chariots\cam_rch1\bst\bst_beastlord_razorgor_chariot\bst_beastlord_razorgor_chariot_01.rigid_model_v2,art\campaign\chariots\cam_rch1\bst\bst_beastlord_razorgor_chariot,art,art\campaign,art\campaign\chariots,bst_beastlord_razorgor_chariot_01.rigid_model_v2,26892009,286940,0,NONE,,286940,uncompressed-payload,100.00,524d5632080000000100000063616d706169676e72617a6f72676f7263686172,not-needed,
models_other.pack,96,art\campaign\chariots\cam_rch1\bst\bst_beastlord_razorgor_chariot\bst_charioteer_whip_1h_01.rigid_model_v2,art\campaign\chariots\cam_rch1\bst\bst_beastlord_razorgor_chariot,art,art\campaign,art\campaign\chariots,bst_charioteer_whip_1h_01.rigid_model_v2,27179205,31314,0,NONE,,31314,uncompressed-payload,100.00,524d5632070000000100000063616d706169676e72617a6f72676f7263686172,not-needed,
models_other.pack,98,art\campaign\chariots\cam_rch1\bst\bst_beastlord_razorgor_chariot\bst_gor_body_01.rigid_model_v2,art\campaign\chariots\cam_rch1\bst\bst_beastlord_razorgor_chariot,art,art\campaign,art\campaign\chariots,bst_gor_body_01.rigid_model_v2,27210822,370968,0,NONE,,370968,uncompressed-payload,100.00,524d5632070000000100000063616d706169676e72617a6f72676f7263686172,not-needed,
models_other.pack,100,art\campaign\chariots\cam_rch1\bst\bst_beastlord_razorgor_chariot\bst_razorgor_body_01.rigid_model_v2,art\campaign\chariots\cam_rch1\bst\bst_beastlord_razorgor_chariot,art,art\campaign,art\campaign\chariots,bst_razorgor_body_01.rigid_model_v2,27582106,527688,0,NONE,,527688,uncompressed-payload,100.00,524d5632080000000100000063616d706169676e72617a6f72676f7263686172,not-needed,
models_other.pack,102,art\campaign\chariots\cam_sc1\dae_seeker_chariot_01.rigid_model_v2,art\campaign\chariots\cam_sc1,art,art\campaign,art\campaign\chariots,dae_seeker_chariot_01.rigid_model_v2,28110092,1041696,0,NONE,,1041696,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e7365656b657263686172696f,not-needed,
models_other.pack,104,art\campaign\chariots\cam_sc1\dae_seeker_chariot_exalted_01.rigid_model_v2,art\campaign\chariots\cam_sc1,art,art\campaign,art\campaign\chariots,dae_seeker_chariot_exalted_01.rigid_model_v2,29152037,1957850,0,NONE,,1957850,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e7365656b657263686172696f,not-needed,
models_other.pack,106,art\campaign\chariots\cam_sc1\dae_steed_of_slaanesh_01.rigid_model_v2,art\campaign\chariots\cam_sc1,art,art\campaign,art\campaign\chariots,dae_steed_of_slaanesh_01.rigid_model_v2,31110146,1287948,0,NONE,,1287948,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e7365656b657263686172696f,not-needed,
models_other.pack,108,art\campaign\chariots\cam_sc1\dae_steed_of_slaanesh_02.rigid_model_v2,art\campaign\chariots\cam_sc1,art,art\campaign,art\campaign\chariots,dae_steed_of_slaanesh_02.rigid_model_v2,32398365,1047512,0,NONE,,1047512,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e7365656b657263686172696f,not-needed,
models_other.pack,110,art\campaign\chariots\cam_sc1\dae_steed_of_slaanesh_03.rigid_model_v2,art\campaign\chariots\cam_sc1,art,art\campaign,art\campaign\chariots,dae_steed_of_slaanesh_03.rigid_model_v2,33446134,1287948,0,NONE,,1287948,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e7365656b657263686172696f,not-needed,
models_other.pack,112,art\campaign\chariots\cam_sc1\dae_steed_of_slaanesh_04.rigid_model_v2,art\campaign\chariots\cam_sc1,art,art\campaign,art\campaign\chariots,dae_steed_of_slaanesh_04.rigid_model_v2,34734354,1047512,0,NONE,,1047512,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e7365656b657263686172696f,not-needed,
models_other.pack,114,art\campaign\chariots\cam_scch1\def\def_scourgerunner_chariot\def_horse_01_draught_left.rigid_model_v2,art\campaign\chariots\cam_scch1\def\def_scourgerunner_chariot,art,art\campaign,art\campaign\chariots,def_horse_01_draught_left.rigid_model_v2,35782123,855068,0,NONE,,855068,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e73636f757267656368617269,not-needed,
models_other.pack,116,art\campaign\chariots\cam_scch1\def\def_scourgerunner_chariot\def_horse_01_draught_right.rigid_model_v2,art\campaign\chariots\cam_scch1\def\def_scourgerunner_chariot,art,art\campaign,art\campaign\chariots,def_horse_01_draught_right.rigid_model_v2,36637507,858092,0,NONE,,858092,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e73636f757267656368617269,not-needed,
models_other.pack,118,art\campaign\chariots\cam_scch1\def\def_scourgerunner_chariot\def_scourgerunner_chariot_01.rigid_model_v2,art\campaign\chariots\cam_scch1\def\def_scourgerunner_chariot,art,art\campaign,art\campaign\chariots,def_scourgerunner_chariot_01.rigid_model_v2,37495916,1294904,0,NONE,,1294904,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e73636f757267656368617269,not-needed,
models_other.pack,120,art\campaign\chariots\cam_sl1\ksl_ostankya_sled_01.rigid_model_v2,art\campaign\chariots\cam_sl1,art,art\campaign,art\campaign\chariots,ksl_ostankya_sled_01.rigid_model_v2,38791198,2528858,0,NONE,,2528858,uncompressed-payload,100.00,524d5632080000000100000063616d706169676e736c65643031000000000000,not-needed,
models_other.pack,122,art\campaign\chariots\cam_sl2\ksl_cam_hag_witch_sled_01.rigid_model_v2,art\campaign\chariots\cam_sl2,art,art\campaign,art\campaign\chariots,ksl_cam_hag_witch_sled_01.rigid_model_v2,41320356,2974032,0,NONE,,2974032,uncompressed-payload,100.00,524d5632080000000400000063616d706169676e736c65643032000000000000,not-needed,
models_other.pack,124,art\campaign\chariots\cam_tc1\hef\hef_hero_tiranoc_chariot\chs_charioteer_whip_1h_01.rigid_model_v2,art\campaign\chariots\cam_tc1\hef\hef_hero_tiranoc_chariot,art,art\campaign,art\campaign\chariots,chs_charioteer_whip_1h_01.rigid_model_v2,44294778,30754,0,NONE,,30754,uncompressed-payload,100.00,524d5632070000000100000063616d706169676e746972616e6f636368617269,not-needed,
models_other.pack,126,art\campaign\chariots\cam_tc1\hef\hef_hero_tiranoc_chariot\hef_hero_tiranoc_chariot.rigid_model_v2,art\campaign\chariots\cam_tc1\hef\hef_hero_tiranoc_chariot,art,art\campaign,art\campaign\chariots,hef_hero_tiranoc_chariot.rigid_model_v2,44325826,365908,0,NONE,,365908,uncompressed-payload,100.00,524d5632070000000100000063616d706169676e746972616e6f636368617269,not-needed,
models_other.pack,127,art\campaign\chariots\cam_tc1\hef\hef_hero_tiranoc_chariot\hef_ithilmar_barded_elven_steed_l.rigid_model_v2,art\campaign\chariots\cam_tc1\hef\hef_hero_tiranoc_chariot,art,art\campaign,art\campaign\chariots,hef_ithilmar_barded_elven_steed_l.rigid_model_v2,44691734,238744,0,NONE,,238744,uncompressed-payload,100.00,524d5632070000000100000063616d706169676e746972616e6f636368617269,not-needed,
models_other.pack,129,art\campaign\chariots\cam_tc1\hef\hef_hero_tiranoc_chariot\hef_ithilmar_barded_elven_steed_r.rigid_model_v2,art\campaign\chariots\cam_tc1\hef\hef_hero_tiranoc_chariot,art,art\campaign,art\campaign\chariots,hef_ithilmar_barded_elven_steed_r.rigid_model_v2,44930821,238744,0,NONE,,238744,uncompressed-payload,100.00,524d5632070000000100000063616d706169676e746972616e6f636368617269,not-needed,
models_other.pack,131,art\campaign\chariots\cam_tc1\hef\hef_hero_tiranoc_chariot\hef_spearman_01.rigid_model_v2,art\campaign\chariots\cam_tc1\hef\hef_hero_tiranoc_chariot,art,art\campaign,art\campaign\chariots,hef_spearman_01.rigid_model_v2,45169908,387804,0,NONE,,387804,uncompressed-payload,100.00,524d5632070000000100000063616d706169676e746972616e6f636368617269,not-needed,
models_other.pack,133,art\campaign\chariots\cam_tc2\hef_white_lion_chariot_01.rigid_model_v2,art\campaign\chariots\cam_tc2,art,art\campaign,art\campaign\chariots,hef_white_lion_chariot_01.rigid_model_v2,45558006,585342,0,NONE,,585342,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e746972616e6f636368617269,not-needed,
models_other.pack,135,art\campaign\chariots\cam_tc2\lft_hef_war_lion_01.rigid_model_v2,art\campaign\chariots\cam_tc2,art,art\campaign,art\campaign\chariots,lft_hef_war_lion_01.rigid_model_v2,46143603,1933220,0,NONE,,1933220,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e746972616e6f636368617269,not-needed,
models_other.pack,137,art\campaign\chariots\cam_tc2\lft_hef_war_lion_02.rigid_model_v2,art\campaign\chariots\cam_tc2,art,art\campaign,art\campaign\chariots,lft_hef_war_lion_02.rigid_model_v2,48077165,932296,0,NONE,,932296,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e746972616e6f636368617269,not-needed,
models_other.pack,139,art\campaign\chariots\cam_tc2\lft_hef_war_lion_03.rigid_model_v2,art\campaign\chariots\cam_tc2,art,art\campaign,art\campaign\chariots,lft_hef_war_lion_03.rigid_model_v2,49009810,975576,0,NONE,,975576,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e746972616e6f636368617269,not-needed,
models_other.pack,141,art\campaign\chariots\cam_tc2\rgt_hef_war_lion_01.rigid_model_v2,art\campaign\chariots\cam_tc2,art,art\campaign,art\campaign\chariots,rgt_hef_war_lion_01.rigid_model_v2,49985735,1933092,0,NONE,,1933092,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e746972616e6f636368617269,not-needed,
models_other.pack,143,art\campaign\chariots\cam_tc2\rgt_hef_war_lion_02.rigid_model_v2,art\campaign\chariots\cam_tc2,art,art\campaign,art\campaign\chariots,rgt_hef_war_lion_02.rigid_model_v2,51919169,932168,0,NONE,,932168,uncompressed-payload,100.00,524d5632070000000400000063616d706169676e746972616e6f636368617269,not-needed,
