pack_name,file_number,file_path,stored_bytes,is_compressed,compression_method,compression_frame_offset,payload_offset
anim2.pack,30988,animations\battle\bear01\deaths\be01_elemental_death_01.anim,28695,1,ZSTD,4,18152423
anim2.pack,30990,animations\battle\bear01\deaths\be01_vs_dr05_matched_death_03.anim,7100,1,ZSTD,4,18181622
anim2.pack,30993,animations\battle\bear01\deaths\dr05_toad_vs_be01_elemental_bear_matched_death_01.anim,19825,1,ZSTD,4,18189021
anim2.pack,30994,animations\battle\bear01\defends\be1_defend_back_01.anim,13686,1,ZSTD,4,18208846
anim2.pack,30996,animations\battle\bear01\defends\be1_defend_front_01.anim,24379,1,ZSTD,4,18222590
anim2.pack,30998,animations\battle\bear01\defends\be1_defend_left_01.anim,14070,1,ZSTD,4,18247028
anim2.pack,31000,animations\battle\bear01\defends\be1_defend_right_01.anim,15043,1,ZSTD,4,18261156
anim2.pack,31002,animations\battle\bear01\defends\be1_draught_defend_front_01.anim,6752,1,ZSTD,4,18276257
anim2.pack,31003,animations\battle\bear01\defends\be1_draught_defend_left_01.anim,14331,1,ZSTD,4,18283009
anim2.pack,31005,animations\battle\bear01\defends\be1_draught_defend_right_01.anim,6623,1,ZSTD,4,18297398
anim2.pack,31007,animations\battle\bear01\defends\be1_elemental_defend_back_01.anim,22658,1,ZSTD,4,18304079
anim2.pack,31009,animations\battle\bear01\defends\be1_elemental_defend_front_01.anim,21588,1,ZSTD,4,18326894
anim2.pack,31011,animations\battle\bear01\defends\be1_elemental_defend_left_01.anim,23945,1,ZSTD,4,18348639
anim2.pack,31013,animations\battle\bear01\defends\be1_elemental_defend_right_01.anim,23809,1,ZSTD,4,18372744
anim2.pack,31015,animations\battle\bear01\defends\be1_elemental_matched_defend_high_01.anim,16680,1,ZSTD,4,18396713
anim2.pack,31016,animations\battle\bear01\defends\be1_elemental_matched_defend_mid_01.anim,14893,1,ZSTD,4,18413393
anim2.pack,31017,animations\battle\bear01\locomotion\be1_charge_01.anim,13119,1,ZSTD,4,18428286
anim2.pack,31019,animations\battle\bear01\locomotion\be1_elemental_charge_01.anim,47640,1,ZSTD,4,18441430
anim2.pack,31021,animations\battle\bear01\locomotion\be1_elemental_run_02.anim,74866,1,ZSTD,4,18489304
anim2.pack,31023,animations\battle\bear01\locomotion\be1_elemental_run_idle_01.anim,20016,1,ZSTD,4,18564402
anim2.pack,31024,animations\battle\bear01\locomotion\be1_elemental_run_idle_02.anim,12085,1,ZSTD,4,18584418
anim2.pack,31025,animations\battle\bear01\locomotion\be1_elemental_run_idle_03.anim,36648,1,ZSTD,4,18596503
anim2.pack,31026,animations\battle\bear01\locomotion\be1_elemental_run_idle_04.anim,29639,1,ZSTD,4,18633151
anim2.pack,31027,animations\battle\bear01\locomotion\be1_elemental_walk_01.anim,173983,1,ZSTD,4,18662790
anim2.pack,31028,animations\battle\bear01\locomotion\be1_elemental_walk_02.anim,106805,1,ZSTD,4,18836773
anim2.pack,31030,animations\battle\bear01\locomotion\be1_elemental_walk_idle_01.anim,19907,1,ZSTD,4,18943603
anim2.pack,31031,animations\battle\bear01\locomotion\be1_elemental_walk_idle_02.anim,12064,1,ZSTD,4,18963510
anim2.pack,31032,animations\battle\bear01\locomotion\be1_elemental_walk_idle_03.anim,31567,1,ZSTD,4,18975574
anim2.pack,31033,animations\battle\bear01\locomotion\be1_elemental_walk_idle_04.anim,25997,1,ZSTD,4,19007141
anim2.pack,31034,animations\battle\bear01\locomotion\be1_run_01.anim,8089,1,ZSTD,4,19033138
anim2.pack,31036,animations\battle\bear01\locomotion\be1_run_02.anim,5640,1,ZSTD,4,19041252
anim2.pack,31038,animations\battle\bear01\locomotion\be1_run_idle_01.anim,2327,1,ZSTD,4,19046917
anim2.pack,31040,animations\battle\bear01\locomotion\be1_run_idle_02.anim,2308,1,ZSTD,4,19049269
anim2.pack,31042,animations\battle\bear01\locomotion\be1_run_idle_03.anim,2308,1,ZSTD,4,19051602
anim2.pack,31044,animations\battle\bear01\locomotion\be1_run_idle_04.anim,1958,1,ZSTD,4,19053935
anim2.pack,31046,animations\battle\bear01\locomotion\be1_walk_01.anim,52535,1,ZSTD,4,19055918
anim2.pack,31048,animations\battle\bear01\locomotion\be1_walk_02.anim,38859,1,ZSTD,4,19108478
anim2.pack,31050,animations\battle\bear01\locomotion\be1_walk_idle_01.anim,19516,1,ZSTD,4,19147362
anim2.pack,31052,animations\battle\bear01\locomotion\be1_walk_idle_02.anim,15924,1,ZSTD,4,19166903
anim2.pack,31054,animations\battle\bear01\locomotion\be1_walk_idle_03.anim,19354,1,ZSTD,4,19182852
anim2.pack,31056,animations\battle\bear01\locomotion\be1_walk_idle_04.anim,2438,1,ZSTD,4,19202231
anim2.pack,31058,animations\battle\bear01\movement\be01_draught_step_bwd_01.anim,10634,1,ZSTD,4,19204694
anim2.pack,31059,animations\battle\bear01\movement\be01_draught_step_fwd_01.anim,7823,1,ZSTD,4,19215328
anim2.pack,31060,animations\battle\bear01\movement\be01_draught_step_left_01.anim,8916,1,ZSTD,4,19223151
anim2.pack,31062,animations\battle\bear01\movement\be01_draught_step_right_01.anim,9547,1,ZSTD,4,19232092
anim2.pack,31064,animations\battle\bear01\movement\be01_elemental_step_bwd_01.anim,15072,1,ZSTD,4,19241664
anim2.pack,31065,animations\battle\bear01\movement\be01_elemental_step_fwd_01.anim,12319,1,ZSTD,4,19256736
anim2.pack,31066,animations\battle\bear01\movement\be01_elemental_step_left_01.anim,12888,1,ZSTD,4,19269055
anim2.pack,31067,animations\battle\bear01\movement\be01_elemental_step_right_01.anim,14257,1,ZSTD,4,19281943
anim2.pack,31068,animations\battle\bear01\movement\be01_step_bwd_01.anim,10652,1,ZSTD,4,19296200
anim2.pack,31070,animations\battle\bear01\movement\be01_step_fwd_01.anim,8214,1,ZSTD,4,19306877
anim2.pack,31072,animations\battle\bear01\movement\be01_step_left_01.anim,9018,1,ZSTD,4,19315116
anim2.pack,31074,animations\battle\bear01\movement\be01_step_right_01.anim,9358,1,ZSTD,4,19324159
anim2.pack,31076,animations\battle\bear01\movement\be01_turn_element_left_45_01.anim,8006,1,ZSTD,4,19333542
anim2.pack,31077,animations\battle\bear01\movement\be01_turn_elemental_left_180_01.anim,23812,1,ZSTD,4,19341548
anim2.pack,31078,animations\battle\bear01\movement\be01_turn_elemental_left_90_01.anim,11708,1,ZSTD,4,19365360
anim2.pack,31079,animations\battle\bear01\movement\be01_turn_elemental_right_180_01.anim,30975,1,ZSTD,4,19377068
anim2.pack,31080,animations\battle\bear01\movement\be01_turn_elemental_right_45_01.anim,10077,1,ZSTD,4,19408043
anim2.pack,31081,animations\battle\bear01\movement\be01_turn_elemental_right_90_01.anim,16166,1,ZSTD,4,19418120
anim2.pack,31082,animations\battle\bear01\movement\be01_turn_left_180_01.anim,16339,1,ZSTD,4,19434286
anim2.pack,31084,animations\battle\bear01\movement\be01_turn_left_45_01.anim,5905,1,ZSTD,4,19450650
anim2.pack,31086,animations\battle\bear01\movement\be01_turn_left_90_01.anim,8427,1,ZSTD,4,19456580
anim2.pack,31088,animations\battle\bear01\movement\be01_turn_right_180_01.anim,21385,1,ZSTD,4,19465032
anim2.pack,31090,animations\battle\bear01\movement\be01_turn_right_45_01.anim,6796,1,ZSTD,4,19486442
anim2.pack,31092,animations\battle\bear01\movement\be01_turn_right_90_01.anim,13684,1,ZSTD,4,19493263
anim2.pack,31094,animations\battle\bear01\persistent\be01_elemental_persistent_01.anim,4574,1,ZSTD,4,19506972
anim2.pack,31095,animations\battle\bear01\persistent\be01_persistent_01.anim,5404,1,ZSTD,4,19511546
anim2.pack,31096,animations\battle\bear01\pose\be1_01.anim,1285,1,ZSTD,4,19516950
anim2.pack,31097,animations\battle\bear01\spell_casting\be1_elemental_cast_fwd_01.anim,28511,1,ZSTD,4,19518235
anim2.pack,31100,animations\battle\bear01\stand\be1_draught_affirmative_01.anim,9954,1,ZSTD,4,19547235
anim2.pack,31101,animations\battle\bear01\stand\be1_draught_stand_01.anim,9945,1,ZSTD,4,19557189
anim2.pack,31102,animations\battle\bear01\stand\be1_draught_stand_idle_02.anim,25936,1,ZSTD,4,19567134
anim2.pack,31103,animations\battle\bear01\stand\be1_draught_stand_idle_03.anim,21745,1,ZSTD,4,19593070
anim2.pack,31104,animations\battle\bear01\stand\be1_draught_stand_idle_04.anim,36024,1,ZSTD,4,19614815
anim2.pack,31105,animations\battle\bear01\stand\be1_draught_stand_idle_05.anim,33937,1,ZSTD,4,19650839
anim2.pack,31106,animations\battle\bear01\stand\be1_elemental_stand_01.anim,10667,1,ZSTD,4,19684776
anim2.pack,31107,animations\battle\bear01\stand\be1_elemental_stand_idle_01.anim,37579,1,ZSTD,4,19695443
anim2.pack,31108,animations\battle\bear01\stand\be1_elemental_stand_idle_02.anim,22830,1,ZSTD,4,19733022
anim2.pack,31110,animations\battle\bear01\stand\be1_elemental_stand_idle_03.anim,35268,1,ZSTD,4,19756001
anim2.pack,31112,animations\battle\bear01\stand\be1_elemental_stand_idle_04.anim,43552,1,ZSTD,4,19791406
anim2.pack,31113,animations\battle\bear01\stand\be1_elemental_stand_idle_05.anim,18613,1,ZSTD,4,19834958
anim2.pack,31114,animations\battle\bear01\stand\be1_stand_01.anim,9466,1,ZSTD,4,19853571
anim2.pack,31116,animations\battle\bear01\stand\be1_stand_idle_01.anim,52324,1,ZSTD,4,19863062
anim2.pack,31118,animations\battle\bear01\stand\be1_stand_idle_02.anim,26003,1,ZSTD,4,19915411
anim2.pack,31120,animations\battle\bear01\stand\be1_stand_idle_03.anim,28178,1,ZSTD,4,19941439
anim2.pack,31122,animations\battle\bear01\stand\be1_stand_idle_04.anim,35317,1,ZSTD,4,19969642
anim2.pack,31124,animations\battle\bear01\stand\be1_stand_idle_05.anim,25203,1,ZSTD,4,20004984
anim2.pack,31126,animations\battle\bear01\stand\be1_stand_idle_06.anim,21735,1,ZSTD,4,20030212
anim2.pack,31128,animations\battle\bear01\stand\be1_stand_idle_07.anim,33249,1,ZSTD,4,20051972
anim2.pack,31130,animations\battle\bear01\stand\be1_stand_idle_08.anim,23950,1,ZSTD,4,20085246
anim2.pack,31131,animations\battle\bear01\stand\be1_stand_porthole_01.anim,9647,1,ZSTD,4,20109196
anim2.pack,31132,animations\battle\bigcat01\attacks\bc1_attack_01.anim,23228,1,ZSTD,4,20118843
anim2.pack,31134,animations\battle\bigcat01\attacks\bc1_attack_02.anim,24911,1,ZSTD,4,20142310
anim2.pack,31136,animations\battle\bigcat01\attacks\bc1_attack_03.anim,39116,1,ZSTD,4,20167561
anim2.pack,31138,animations\battle\bigcat01\attacks\bc1_attack_left_90_01.anim,31714,1,ZSTD,4,20206945
anim2.pack,31140,animations\battle\bigcat01\attacks\bc1_attack_right_90_01.anim,32376,1,ZSTD,4,20238876
anim2.pack,31142,animations\battle\bigcat01\attacks\bc1_breath_attack_01.anim,27810,1,ZSTD,4,20271498
anim2.pack,31144,animations\battle\bigcat01\attacks\bc1_jump_attack_01.anim,30742,1,ZSTD,4,20299742
anim2.pack,31146,animations\battle\bigcat01\attacks\bc1_matched_attack_high_01.anim,16214,1,ZSTD,4,20330873
anim2.pack,31147,animations\battle\bigcat01\attacks\bc1_matched_attack_mid_01.anim,16666,1,ZSTD,4,20347087
anim2.pack,31148,animations\battle\bigcat01\death\bc1_death_01.anim,55475,1,ZSTD,4,20363753
anim2.pack,31150,animations\battle\bigcat01\death\bc1_death_02.anim,25945,1,ZSTD,4,20419639
anim2.pack,31152,animations\battle\bigcat01\death\bc1_death_03.anim,26729,1,ZSTD,4,20446001
anim2.pack,31154,animations\battle\bigcat01\defends\bc1_defend_02.anim,26183,1,ZSTD,4,20473159
anim2.pack,31156,animations\battle\bigcat01\defends\bc1_defend_03.anim,26260,1,ZSTD,4,20499544
anim2.pack,31158,animations\battle\bigcat01\defends\bc1_matched_defend_high_01.anim,13096,1,ZSTD,4,20525871
anim2.pack,31159,animations\battle\bigcat01\defends\bc1_matched_defend_mid_01.anim,15881,1,ZSTD,4,20538967
anim2.pack,31160,animations\battle\bigcat01\locomotion\bc1_charge_01.anim,8576,1,ZSTD,4,20554848
anim2.pack,31161,animations\battle\bigcat01\locomotion\bc1_run_01.anim,11776,1,ZSTD,4,20563424
anim2.pack,31162,animations\battle\bigcat01\locomotion\bc1_walk_01.anim,15530,1,ZSTD,4,20575200
anim2.pack,31163,animations\battle\bigcat01\locomotion\campaign\cam_bc1_walk_01.anim,15256,1,ZSTD,4,20590730
anim2.pack,31164,animations\battle\bigcat01\movement\bc1_step_bwd_01.anim,14663,1,ZSTD,4,20605986
anim2.pack,31165,animations\battle\bigcat01\movement\bc1_step_fwd_01.anim,14851,1,ZSTD,4,20620649
anim2.pack,31166,animations\battle\bigcat01\movement\bc1_step_left_01.anim,15214,1,ZSTD,4,20635500
anim2.pack,31167,animations\battle\bigcat01\movement\bc1_step_right_01.anim,14840,1,ZSTD,4,20650714
anim2.pack,31168,animations\battle\bigcat01\movement\bc1_turn_left_180.anim,37950,1,ZSTD,4,20665554
anim2.pack,31169,animations\battle\bigcat01\movement\bc1_turn_left_45.anim,18472,1,ZSTD,4,20703504
anim2.pack,31170,animations\battle\bigcat01\movement\bc1_turn_left_90.anim,37953,1,ZSTD,4,20721976
anim2.pack,31171,animations\battle\bigcat01\movement\bc1_turn_right_180.anim,39947,1,ZSTD,4,20759929
anim2.pack,31172,animations\battle\bigcat01\movement\bc1_turn_right_45.anim,19113,1,ZSTD,4,20799876
anim2.pack,31173,animations\battle\bigcat01\movement\bc1_turn_right_90.anim,23593,1,ZSTD,4,20818989
anim2.pack,31174,animations\battle\bigcat01\stand\bc1_stand_01.anim,5534,1,ZSTD,4,20842582
anim2.pack,31175,animations\battle\bigcat02\attacks\bc2_attack_01.anim,12422,1,ZSTD,4,20848116
anim2.pack,31177,animations\battle\bigcat02\attacks\bc2_attack_02.anim,18643,1,ZSTD,4,20860720
anim2.pack,31179,animations\battle\bigcat02\attacks\bc2_attack_03.anim,20368,1,ZSTD,4,20879537
anim2.pack,31181,animations\battle\bigcat02\attacks\bc2_attack_04.anim,19892,1,ZSTD,4,20900078
anim2.pack,31183,animations\battle\bigcat02\attacks\bc2_attack_left_90_01.anim,35124,1,ZSTD,4,20920232
anim2.pack,31185,animations\battle\bigcat02\attacks\bc2_attack_right_90_01.anim,36326,1,ZSTD,4,20955522
anim2.pack,31187,animations\battle\bigcat02\attacks\bc2_fly_attack_01.anim,6823,1,ZSTD,4,20992019
anim2.pack,31189,animations\battle\bigcat02\attacks\bc2_fly_attack_02.anim,8349,1,ZSTD,4,20999030
anim2.pack,31191,animations\battle\bigcat02\attacks\bc2_fly_attack_03.anim,19066,1,ZSTD,4,21007579
anim2.pack,31193,animations\battle\bigcat02\attacks\bc2_jump_attack_01.anim,23852,1,ZSTD,4,21026858
anim2.pack,31195,animations\battle\bigcat02\attacks\bc2_jump_attack_02.anim,26954,1,ZSTD,4,21050882
anim2.pack,31197,animations\battle\bigcat02\attacks\bc2_matched_attack_mid_01.anim,29835,1,ZSTD,4,21077930
anim2.pack,31198,animations\battle\bigcat02\attacks\bc2_vs_hu1_sws_matched_attack_01.anim,68080,1,ZSTD,4,21107765
anim2.pack,31201,animations\battle\bigcat02\combat_idles\bc2_combat_idle_01.anim,25074,1,ZSTD,4,21176690
anim2.pack,31202,animations\battle\bigcat02\combat_idles\bc2_combat_idle_02.anim,34060,1,ZSTD,4,21201764
anim2.pack,31203,animations\battle\bigcat02\combat_idles\bc2_combat_idle_03.anim,26909,1,ZSTD,4,21235824
anim2.pack,31204,animations\battle\bigcat02\combat_idles\bc2_combat_idle_04.anim,38465,1,ZSTD,4,21262733
anim2.pack,31205,animations\battle\bigcat02\combat_idles\bc2_combat_idle_05.anim,38561,1,ZSTD,4,21301198
anim2.pack,31206,animations\battle\bigcat02\deaths\bc2_fly_death_fall_01.anim,15110,1,ZSTD,4,21339759
anim2.pack,31208,animations\battle\bigcat02\deaths\bc2_fly_death_hit_01.anim,9729,1,ZSTD,4,21354912
anim2.pack,31210,animations\battle\bigcat02\deaths\bc2_fly_death_land_01.anim,11270,1,ZSTD,4,21364721
anim2.pack,31212,animations\battle\bigcat02\deaths\bc2_run_death_01.anim,21252,1,ZSTD,4,21376338
anim2.pack,31214,animations\battle\bigcat02\deaths\bc2_stand_death_01.anim,29395,1,ZSTD,4,21397727
anim2.pack,31216,animations\battle\bigcat02\deaths\bc2_stand_death_02.anim,24005,1,ZSTD,4,21427189
anim2.pack,31218,animations\battle\bigcat02\deaths\bc2_stand_death_03.anim,23060,1,ZSTD,4,21451333
anim2.pack,31220,animations\battle\bigcat02\deaths\bc2_walk_death_01.anim,11855,1,ZSTD,4,21474526
anim2.pack,31222,animations\battle\bigcat02\defends\bc2_defend_01.anim,12544,1,ZSTD,4,21486520
anim2.pack,31224,animations\battle\bigcat02\defends\bc2_defend_02.anim,11977,1,ZSTD,4,21499185
anim2.pack,31226,animations\battle\bigcat02\defends\bc2_fly_defend_01.anim,14075,1,ZSTD,4,21511282
anim2.pack,31228,animations\battle\bigcat02\defends\bc2_fly_defend_02.anim,12951,1,ZSTD,4,21525598
anim2.pack,31230,animations\battle\bigcat02\defends\bc2_matched_defend_mid_01.anim,28858,1,ZSTD,4,21538784
