group_type,group,total_files,NONE_count,NONE_percent,LZ4_count,LZ4_percent,ZSTD_count,ZSTD_percent,UNKNOWN_count,UNKNOWN_percent,compressed_count,compressed_percent,stored_bytes,known_original_size_files,known_original_bytes,minimum_original_bytes,maximum_original_bytes,average_original_bytes,compressed_stored_bytes,compressed_original_bytes,compressed_ratio_percent
directory_depth_3,rigidmodels\buildings\hef_wall_grid_to_angled_joiner,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3465320,3,3465320,221312,2781550,1155106.67,0,,
directory_depth_3,rigidmodels\buildings\hef_wall_machicolation_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,53254,1,53254,53254,53254,53254.00,0,,
directory_depth_3,rigidmodels\buildings\hef_wall_merlon_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,11524,1,11524,11524,11524,11524.00,0,,
directory_depth_3,rigidmodels\buildings\hef_wall_merlon_02,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,67012,3,67012,4572,44884,22337.33,0,,
directory_depth_3,rigidmodels\buildings\hef_wall_stepdown_15m,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1749316,1,1749316,1749316,1749316,1749316.00,0,,
directory_depth_3,rigidmodels\buildings\hef_wall_straight_20,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,2158696,3,2158696,417916,1193250,719565.33,0,,
directory_depth_3,rigidmodels\buildings\hef_wall_straight_20_blocked,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1437034,1,1437034,1437034,1437034,1437034.00,0,,
directory_depth_3,rigidmodels\buildings\hef_wall_tower,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3318504,3,3318504,573158,1653568,1106168.00,0,,
directory_depth_3,rigidmodels\buildings\hef_wall_tower_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,2745346,2,2745346,1091778,1653568,1372673.00,0,,
directory_depth_3,rigidmodels\buildings\hef_wall_tower_02,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,2745346,2,2745346,1091778,1653568,1372673.00,0,,
directory_depth_3,rigidmodels\buildings\hef_wall_tower_03,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,2745346,2,2745346,1091778,1653568,1372673.00,0,,
directory_depth_3,rigidmodels\buildings\hef_waystone_01,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,104488,3,104488,19012,60764,34829.33,0,,
directory_depth_3,rigidmodels\buildings\hef_waystone_02,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,104488,3,104488,19012,60764,34829.33,0,,
directory_depth_3,rigidmodels\buildings\hef_waystone_03,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,104800,3,104800,19324,60764,34933.33,0,,
directory_depth_3,rigidmodels\buildings\ice_skull_mtn_a,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,94594,1,94594,94594,94594,94594.00,0,,
directory_depth_3,rigidmodels\buildings\ice_skull_mtn_b,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,128572,1,128572,128572,128572,128572.00,0,,
directory_depth_3,rigidmodels\buildings\ice_skull_mtn_c,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,128436,1,128436,128436,128436,128436.00,0,,
directory_depth_3,rigidmodels\buildings\iod_statue_01,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,773606,3,773606,238498,268656,257868.67,0,,
directory_depth_3,rigidmodels\buildings\iod_statue_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,52106,1,52106,52106,52106,52106.00,0,,
directory_depth_3,rigidmodels\buildings\iod_statue_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,60356,1,60356,60356,60356,60356.00,0,,
directory_depth_3,rigidmodels\buildings\iod_waystone_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,11332,1,11332,11332,11332,11332.00,0,,
directory_depth_3,rigidmodels\buildings\iod_waystone_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,13656,1,13656,13656,13656,13656.00,0,,
directory_depth_3,rigidmodels\buildings\iod_waystone_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,11116,1,11116,11116,11116,11116.00,0,,
directory_depth_3,rigidmodels\buildings\kho_barricade_blocker_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,188730,2,188730,91654,97076,94365.00,0,,
directory_depth_3,rigidmodels\buildings\kho_barricade_monument_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,25520,2,25520,12716,12804,12760.00,0,,
directory_depth_3,rigidmodels\buildings\kho_barricade_platform_01,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1117144,3,1117144,318532,441652,372381.33,0,,
directory_depth_3,rigidmodels\buildings\kho_barricade_trap_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,530814,2,530814,247504,283310,265407.00,0,,
directory_depth_3,rigidmodels\buildings\kho_batteringram,7,7,100.00,0,0.00,0,0.00,0,0.00,0,0.00,2105458,7,2105458,62616,891994,300779.71,0,,
directory_depth_3,rigidmodels\buildings\kho_siege_tower_15m,23,23,100.00,0,0.00,0,0.00,0,0.00,0,0.00,4144728,23,4144728,20772,1653330,180205.57,0,,
directory_depth_3,rigidmodels\buildings\kho_tower_placement_01,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3242734,3,3242734,595052,1862792,1080911.33,0,,
directory_depth_3,rigidmodels\buildings\kho_tower_placement_02,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3242734,3,3242734,595052,1862792,1080911.33,0,,
directory_depth_3,rigidmodels\buildings\kho_tower_placement_03,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3242734,3,3242734,595052,1862792,1080911.33,0,,
directory_depth_3,rigidmodels\buildings\kho_tower_placement_04,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3242734,3,3242734,595052,1862792,1080911.33,0,,
directory_depth_3,rigidmodels\buildings\kho_wall_tower,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3418312,3,3418312,920836,1433836,1139437.33,0,,
directory_depth_3,rigidmodels\buildings\kho_wall_tower_01,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3418312,3,3418312,920836,1433836,1139437.33,0,,
directory_depth_3,rigidmodels\buildings\kho_wall_tower_02,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3418312,3,3418312,920836,1433836,1139437.33,0,,
directory_depth_3,rigidmodels\buildings\kho_wall_tower_03,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3418312,3,3418312,920836,1433836,1139437.33,0,,
directory_depth_3,rigidmodels\buildings\ksl_barricade_blocker_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,188730,2,188730,91654,97076,94365.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_barricade_monument_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,25520,2,25520,12716,12804,12760.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_barricade_platform_01,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1117144,3,1117144,318532,441652,372381.33,0,,
directory_depth_3,rigidmodels\buildings\ksl_barricade_trap_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,530814,2,530814,247504,283310,265407.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_batteringram,7,7,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1088970,7,1088970,39632,487950,155567.14,0,,
directory_depth_3,rigidmodels\buildings\ksl_battlement_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,80108,1,80108,80108,80108,80108.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_battlement_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,187722,1,187722,187722,187722,187722.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_battlement_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,170232,1,170232,170232,170232,170232.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_battlement_add_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,55984,1,55984,55984,55984,55984.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_battlement_add_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,63398,1,63398,63398,63398,63398.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_battlement_base_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,115968,1,115968,115968,115968,115968.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_battlement_base_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,143734,1,143734,143734,143734,143734.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_battlement_base_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,207714,1,207714,207714,207714,207714.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_battlement_base_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,159378,1,159378,159378,159378,159378.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_battlement_butt_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,36632,1,36632,36632,36632,36632.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_battlement_corner_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,146672,1,146672,146672,146672,146672.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_bedrock_exposed_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,83198,1,83198,83198,83198,83198.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_bedrock_exposed_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,72958,1,72958,72958,72958,72958.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_bedrock_exposed_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,38724,1,38724,38724,38724,38724.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_bedrock_exposed_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,125526,1,125526,125526,125526,125526.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boris_frozen_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1151262,1,1151262,1151262,1151262,1151262.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,41552,1,41552,41552,41552,41552.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,66588,1,66588,66588,66588,66588.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,76704,1,76704,76704,76704,76704.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,96196,1,96196,96196,96196,96196.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_05,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,29740,1,29740,29740,29740,29740.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_06,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,43736,1,43736,43736,43736,43736.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_07,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,50896,1,50896,50896,50896,50896.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_08,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,56056,1,56056,56056,56056,56056.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_exposed_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,30136,1,30136,30136,30136,30136.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_ground_a,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,201870,1,201870,201870,201870,201870.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_ground_b,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,178088,1,178088,178088,178088,178088.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_ground_c,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,256510,1,256510,256510,256510,256510.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_boulder_ground_d,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,192704,1,192704,192704,192704,192704.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_bridge_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,108834,1,108834,108834,108834,108834.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_bridge_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,192148,1,192148,192148,192148,192148.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_bridge_110m_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1479788,1,1479788,1479788,1479788,1479788.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_bridge_32m_end_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,243068,1,243068,243068,243068,243068.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_bridge_buttress_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,20406,1,20406,20406,20406,20406.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_bridge_tower_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,391792,1,391792,391792,391792,391792.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_cliffblock_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,245128,1,245128,245128,245128,245128.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_cliffblock_01_blend,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,245128,1,245128,245128,245128,245128.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_cliffblock_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,383984,1,383984,383984,383984,383984.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_cliffblock_02_blend,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,383984,1,383984,383984,383984,383984.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_cliffblock_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,243172,1,243172,243172,243172,243172.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_cliffblock_03_blend,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,243172,1,243172,243172,243172,243172.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_defense_wooden_gate_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,209744,1,209744,209744,209744,209744.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_dock_stone_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,284712,1,284712,284712,284712,284712.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_dock_stone_end_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,357278,1,357278,357278,357278,357278.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_dock_stone_high_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,285146,1,285146,285146,285146,285146.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_dock_stone_ramp_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,287190,1,287190,287190,287190,287190.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_dock_stone_stairs_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,391856,1,391856,391856,391856,391856.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_dock_stone_stairs_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,396410,1,396410,396410,396410,396410.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_dock_wood_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,227336,1,227336,227336,227336,227336.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_dock_wood_high_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,203956,1,203956,203956,203956,203956.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_dock_wood_platform_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,332460,1,332460,332460,332460,332460.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_dock_wood_ramp_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,250760,1,250760,250760,250760,250760.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_dock_wood_stairs_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,351766,1,351766,351766,351766,351766.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_farm_hut_wooden_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,191148,1,191148,191148,191148,191148.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_farm_hut_wooden_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,74502,1,74502,74502,74502,74502.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_farm_hut_wooden_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,97028,1,97028,97028,97028,97028.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_farm_mill_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,553890,1,553890,553890,553890,553890.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_building_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1298836,1,1298836,1298836,1298836,1298836.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_building_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,437774,1,437774,437774,437774,437774.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_building_05,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,513074,1,513074,513074,513074,513074.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_dome_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,186116,1,186116,186116,186116,186116.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_dome_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,86288,1,86288,86288,86288,86288.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_dome_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,148288,1,148288,148288,148288,148288.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_palace_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,713186,1,713186,713186,713186,713186.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_palace_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,962546,1,962546,962546,962546,962546.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_palace_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1471618,1,1471618,1471618,1471618,1471618.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_palace_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,285158,1,285158,285158,285158,285158.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_palace_05,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,315640,1,315640,315640,315640,315640.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_palace_06,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,498402,1,498402,498402,498402,498402.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_palace_07,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,128402,1,128402,128402,128402,128402.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_palace_08,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,36638,1,36638,36638,36638,36638.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_palace_09,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,828850,1,828850,828850,828850,828850.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_palace_10,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,417834,1,417834,417834,417834,417834.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_tower_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,403354,1,403354,403354,403354,403354.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_tower_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,583512,1,583512,583512,583512,583512.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_hero_tower_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,188076,1,188076,188076,188076,188076.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_ice_wall_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,96002,1,96002,96002,96002,96002.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_ice_wall_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,96078,1,96078,96078,96078,96078.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_ice_wall_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,103282,1,103282,103282,103282,103282.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_ice_wall_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,96110,1,96110,96110,96110,96110.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_gate_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,344840,1,344840,344840,344840,344840.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_render_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,571860,1,571860,571860,571860,571860.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_render_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1141338,1,1141338,1141338,1141338,1141338.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_render_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1042712,1,1042712,1042712,1042712,1042712.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_wooden_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,870120,1,870120,870120,870120,870120.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_wooden_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,636758,1,636758,636758,636758,636758.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_wooden_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,822416,1,822416,822416,822416,822416.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_wooden_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,793690,1,793690,793690,793690,793690.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_wooden_05,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,730562,1,730562,730562,730562,730562.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_wooden_06,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,747352,1,747352,747352,747352,747352.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_wooden_07,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,463696,1,463696,463696,463696,463696.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_wooden_08,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,707168,1,707168,707168,707168,707168.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_wooden_09,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,841626,1,841626,841626,841626,841626.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_wooden_10,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,852688,1,852688,852688,852688,852688.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_house_wooden_11,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,558068,1,558068,558068,558068,558068.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_temple_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,930742,1,930742,930742,930742,930742.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_temple_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,124336,1,124336,124336,124336,124336.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_temple_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1028720,1,1028720,1028720,1028720,1028720.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_tower_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,316760,1,316760,316760,316760,316760.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_tower_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,868314,1,868314,868314,868314,868314.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_wall_minor_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,152432,1,152432,152432,152432,152432.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_wall_minor_gate_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,228304,1,228304,228304,228304,228304.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_wall_minor_tower_rnd_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,214098,1,214098,214098,214098,214098.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_wooden_door_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,6956,1,6956,6956,6956,6956.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_infield_wooden_stairs_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,229200,1,229200,229200,229200,229200.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_merlon_01,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,58410,3,58410,2556,33724,19470.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_merlon_02,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,129904,3,129904,2556,68890,43301.33,0,,
directory_depth_3,rigidmodels\buildings\ksl_mound_grave_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,726018,1,726018,726018,726018,726018.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_mound_sanctuary_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,2468040,1,2468040,2468040,2468040,2468040.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_mound_sanctuary_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,2214880,1,2214880,2214880,2214880,2214880.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_mound_stairs_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,24368,1,24368,24368,24368,24368.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_mtn_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,513396,1,513396,513396,513396,513396.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_mtn_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,437412,1,437412,437412,437412,437412.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_mtn_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,436586,1,436586,436586,436586,436586.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_mtn_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,451310,1,451310,451310,451310,451310.00,0,,
directory_depth_3,rigidmodels\buildings\ksl_mtn_chunk_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,278800,1,278800,278800,278800,278800.00,0,,
